train/ent_coef,time/total_timesteps,train/actor_loss,time/fps,time/time_elapsed,train/learning_rate,train/reward,train/n_updates,train/ent_coef_loss,time/episodes,train/critic_loss
3.631686210632324,12076,7248.21826171875,220,54,0.0003,-17.702072,11975,-41.13691329956055,4,733.513671875
135.9029541015625,24152,74077.125,221,109,0.0003,-17.702072,24051,-156.67408752441406,8,19202.900390625
5088.56884765625,36228,2637764.75,223,162,0.0003,-17.702072,36127,-272.2293395996094,12,181265440.0
191467.203125,48304,98872256.0,223,215,0.0003,-17.702072,48203,-387.941162109375,16,12945522688.0
7204322.0,60380,3663721472.0,224,268,0.0003,-17.702072,60279,-503.65301513671875,20,68191468388352.0
