,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-12-31,aapl,134.0800018310547,134.74000549316406,131.72000122070312,130.38726806640625,99116600.0,3.0,3.7988122312771395,134.9600673070072,116.0655819544674,60.05103815806701,109.91214832791034,30.069064309651143,122.34231796264649,118.47642542521159,22.75,0.12847014353283243
1,2021-01-04,aapl,133.52000427246094,133.61000061035156,126.76000213623047,127.16417694091797,143301900.0,0.0,3.4023195202161105,135.03591884177726,116.62550388771493,56.61303978142671,64.57610228351338,8.43632556071754,122.71506907145182,118.71436030069987,26.969999313354492,0.8704929530540727
2,2021-01-05,aapl,128.88999938964844,131.74000549316406,128.42999267578125,128.7363739013672,97664900.0,1.0,3.1783216320962566,135.1429892262,117.3792306224328,57.83128070251079,65.39130208886658,8.436325560717545,123.12024612426758,118.98029657999675,25.34000015258789,0.10832484936270957
3,2021-01-06,aapl,127.72000122070312,131.0500030517578,126.37999725341797,124.4029312133789,155088000.0,2.0,2.620916785871131,135.05925080146267,117.74302352104709,53.54443673923271,31.72620250736706,0.5391568679929953,123.42355626424154,119.14131075541178,25.06999969482422,1.5219054996782022
4,2021-01-07,aapl,128.36000061035156,131.6300048828125,127.86000061035156,128.64796447753906,109578200.0,3.0,2.4929707218856265,135.20262392997978,118.24230175971748,56.79028049396538,55.50301712632452,2.682673999763366,123.98268203735351,119.25160064697266,22.3700008392334,1.1402974974689815
5,2021-01-08,aapl,132.42999267578125,132.6300048828125,130.22999572753906,129.75836181640625,105158200.0,4.0,2.4528968615002213,135.12010403685508,119.33400057740272,57.59206485072852,72.4526398194715,6.400447488883748,124.53558451334635,119.4343495686849,21.559999465942383,0.04093300756280067
6,2021-01-11,aapl,129.19000244140625,130.1699981689453,128.5,126.74163055419922,100384500.0,0.0,2.1528957948512897,134.8653529099651,120.15279055316965,54.737483480746675,32.8414681043193,0.6205387754310072,124.95976028442382,119.56534805297852,24.079999923706055,0.7630769452892592
7,2021-01-12,aapl,128.5,129.69000244140625,126.86000061035156,126.56475067138672,91951100.0,1.0,1.8792077229805813,134.37304865379008,121.27300466041889,54.57341468856793,15.957022126744317,6.849319637039028,125.35969721476236,119.70124638875326,23.329999923706055,0.01720847783853129
8,2021-01-13,aapl,128.75999450683594,131.4499969482422,128.49000549316406,128.6184539794922,88636800.0,2.0,1.8071924579395073,133.57972702702736,122.96151442805078,56.15201895706721,43.028386893440164,0.3179646807654417,125.74751408894856,119.89900334676106,22.209999084472656,0.21812657188541165
9,2021-01-14,aapl,130.8000030517578,131.0,128.75999450683594,126.6728515625,90221800.0,3.0,1.5749707046807515,133.54418151566583,123.09827377608222,54.30264879685771,26.85627222423935,0.3179646807654544,125.95026677449545,120.11403516133626,23.25,0.35539402817684795
10,2021-01-15,aapl,128.77999877929688,130.22000122070312,127.0,124.93354034423828,111598500.0,4.0,1.2363337272556407,133.59137734088037,122.98524009076024,52.69757301484922,-4.0272417086716334,6.823948492793246,126.0832509358724,120.27506395975749,24.34000015258789,0.29942379856932383
11,2021-01-19,aapl,127.77999877929688,128.7100067138672,126.94000244140625,125.611572265625,90757300.0,1.0,1.0110185993294323,133.62371314916524,122.86741462793438,53.25476894791339,-13.961418548958621,7.0650505316712495,126.24342193603516,120.45785687764486,23.239999771118164,0.010638411251490386
12,2021-01-20,aapl,128.66000366210938,132.49000549316406,128.5500030517578,129.73870849609375,104319500.0,2.0,1.152198314076145,133.61693040005247,123.40187910922486,56.48259016973497,49.40223045441049,8.824029489331231,126.56376546223959,120.7277463277181,21.579999923706055,1.0606033970094317
13,2021-01-21,aapl,133.8000030517578,139.6699981689453,133.58999633789062,134.49468994140625,120150900.0,3.0,1.6290732678305346,134.55076351514236,123.31705188402753,59.79234278867181,162.25523084161154,29.93649387769587,126.9935089111328,121.08851051330566,21.31999969482422,1.3240908181945565
14,2021-01-22,aapl,136.27999877929688,139.85000610351562,135.02000427246094,136.65652465820312,114459400.0,4.0,2.156582359800467,135.88172620923035,122.69261232226383,61.18065237059935,174.01403218869177,30.368604534972526,127.47467803955078,121.48514175415039,21.90999984741211,0.20387787882431568
15,2021-01-25,aapl,143.07000732421875,145.08999633789062,136.5399932861328,140.43971252441406,157611700.0,0.0,2.847089286029643,138.129706433109,121.61987623901013,63.46442160207322,223.5501717491034,41.58016279888631,128.16711603800456,121.91948471069335,23.190000534057617,0.7053600061566916
16,2021-01-26,aapl,143.60000610351562,144.3000030517578,141.3699951171875,140.67552185058594,98390600.0,1.0,3.374450279481806,139.98606733422324,120.86309572119669,63.60249243850536,222.28092996662437,41.58016279888631,128.8195920308431,122.44604365030925,23.020000457763672,0.0014227338385522127
17,2021-01-27,aapl,143.42999267578125,144.3000030517578,140.41000366210938,139.5946044921875,140843800.0,2.0,3.6629425474199024,140.96659480946306,120.41024463755845,62.48279372578893,187.45332838563718,36.963480957637465,129.46322377522787,122.88722877502441,37.209999084472656,0.1272984148132321
18,2021-01-28,aapl,139.52000427246094,141.99000549316406,136.6999969482422,134.7108612060547,142621100.0,3.0,3.457639959048322,141.20343550621112,120.39155274452126,57.732393511148736,111.81500829385261,20.703553003017117,129.96470006306967,123.35263353983561,30.209999084472656,1.6168626400488793
19,2021-01-29,aapl,135.8300018310547,136.74000549316406,130.2100067138672,129.669921875,177523800.0,4.0,2.8552608339545316,141.124643421139,120.29739866260122,53.397553990030566,9.9557385642894,1.224336377951858,130.0983403523763,123.73549423217773,33.09000015258789,1.803086209615688
20,2021-02-01,aapl,133.75,135.3800048828125,130.92999267578125,131.8120880126953,106239800.0,0.0,2.521657839991178,141.2060485965249,120.35847548184421,54.886652572698644,15.84791525960983,1.2243363779518668,130.30567932128906,124.1267546335856,30.239999771118164,0.22268556567224215
21,2021-02-02,aapl,135.72999572753906,136.30999755859375,134.61000061035156,132.6473388671875,83305400.0,1.0,2.2981808292387598,141.3673496252474,120.74549064574872,55.46069658888757,45.58426109355305,1.6997766714183689,130.5117083231608,124.45820096333821,25.559999465942383,0.015268776135655962
22,2021-02-03,aapl,135.75999450683594,135.77000427246094,133.61000061035156,131.61553955078125,89880900.0,2.0,2.0145931308534273,141.45516459939816,120.94559223653933,54.57329162343244,26.03440770480201,1.5685632059974217,130.75016326904296,124.70574544270833,22.90999984741211,0.12401722100802985
23,2021-02-04,aapl,136.3000030517578,137.39999389648438,134.58999633789062,135.0056610107422,84183100.0,3.0,2.039887749940391,141.59450610795838,121.86652370771546,56.916397043285016,59.07827847160142,3.817269406837246,131.05019760131836,125.01200307210287,21.770000457763672,0.6117301494484672
24,2021-02-05,aapl,137.35000610351562,137.4199981689453,135.86000061035156,134.58741760253906,75693800.0,4.0,2.0030947408790496,141.85829790774693,122.1966772204269,56.54417206557352,60.25823627650366,3.8841330825389218,131.21673507690429,125.3501043955485,20.8700008392334,0.03680713603401367
25,2021-02-08,aapl,136.02999877929688,136.9600067138672,134.9199981689453,134.73504638671875,71297200.0,0.0,1.9632176739321778,142.11723024141872,122.43541334378637,56.64769712284349,48.77923706872788,0.378988969497863,131.41832758585613,125.69639854431152,21.239999771118164,0.002377749756188999
26,2021-02-09,aapl,136.6199951171875,137.8800048828125,135.85000610351562,133.84933471679688,76774200.0,1.0,1.838947044690201,142.13873614926507,123.1246778521998,55.822324708008686,51.38164707294059,3.7757339567242134,131.55731480916342,125.97028210957845,21.6299991607666,0.09547018774872683
27,2021-02-10,aapl,136.47999572753906,136.99000549316406,134.39999389648438,133.2391815185547,73046600.0,2.0,1.6719541650005283,142.0342389470426,123.89661813913901,55.248658576328076,33.242134710567406,1.861914249495976,131.52135950724283,126.23858235677083,21.989999771118164,0.05740106997913889
28,2021-02-11,aapl,135.89999389648438,136.38999938964844,133.77000427246094,132.98329162597656,64280000.0,3.0,1.5016528101091922,142.01909340135103,124.34824744947906,55.00342579241478,24.721025104763605,4.277061500493922,131.5364901224772,126.50179862976074,21.25,0.022800759019114065
29,2021-02-12,aapl,134.35000610351562,135.52999877929688,133.69000244140625,133.21951293945312,60145100.0,4.0,1.369956835584361,141.79891358177107,125.22309340675433,55.19335354780274,19.864850686776855,4.595777492411304,131.59716110229493,126.75191942850749,19.969999313354492,0.0005361714162678494
30,2021-02-16,aapl,135.49000549316406,136.00999450683594,132.7899932861328,131.07412719726562,80576300.0,1.0,1.0800223024848776,141.170154712376,126.46591096145212,53.0880471867028,3.2676482680167496,8.268735063510944,131.62005640665691,126.98118718465169,21.459999084472656,0.39303644487079836
31,2021-02-17,aapl,131.25,132.22000122070312,129.47000122070312,128.761474609375,97918500.0,2.0,0.6560725638147176,140.69520445167086,127.25585145653224,50.92202715889762,-56.98936824237214,20.35907289878088,131.67329966227214,127.19418436686198,21.5,0.4571227548320773
32,2021-02-18,aapl,129.1999969482422,130.0,127.41000366210938,127.64942169189453,96856700.0,3.0,0.22773082569790404,140.92472967757647,126.81739755020675,49.90908730378697,-89.16645825174236,26.761624841533806,131.63706792195637,127.37865702311198,22.489999771118164,0.13905801359917436
33,2021-02-19,aapl,130.24000549316406,130.7100067138672,128.8000030517578,127.80687713623047,87668800.0,4.0,-0.09789922798731254,141.0827640396509,125.99058190761474,50.05460937719462,-77.61538189260682,23.115031539783736,131.75053278605142,127.58704452514648,22.049999237060547,0.0014009895629331843
34,2021-02-22,aapl,128.00999450683594,129.72000122070312,125.5999984741211,123.99834442138672,103916400.0,0.0,-0.65572140424689,141.41031054267555,124.39721738090842,46.66256298313773,-122.99517294251375,32.473894263229504,131.59554545084634,127.78911374409994,23.450000762939453,1.1760955360400307
